global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	cosine04	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17
255.5142393659365	n/a	65287.5265187531	n/a	406.4666719097394	n/a	n/a	165215.1553733797	246.7388118397106	n/a	60880.041268072106	n/a	307.9205128643964	253.8285751836964	n/a	n/a	n/a	n/a	-0.0439503027	-0.0268786628	-0.0558364693	-0.0205340988	0.0311506619	-0.0728959622	0.1027696199	-0.0589364316	0.0646574214	-0.0961861117	0.0236608634	-0.2837931054	-0.0935307639	0.0449112691	0.0669882064	-0.1510142055	0.003989208	-0.0596266339	0.2252846822	-0.0367369474	0.2690685162	-0.0101877511	0.0028995913	-0.1198241666	0.0344453696	-0.0523234301	0.0580748461	-0.0308038931	0.1374376562	-0.2076319048	0.1381096489	-0.0221587883	0.0629590962	-0.0137714865	0.0837633634	-0.0213927395	0.1073410421	-0.0033990935	0.0166049577	-0.0223310386	0.0186957738	-0.1170350488	0.1029361396	-0.0426324565	0.0880655002	-0.0396604257	0.001945181	-0.0384930202	0.0642466469	-0.0787416131	-0.0701708331	-0.0129573923	0.0297705128	0.0654136876	-0.1018774961	0.118166288	-0.1000649895	0.1731203522	-0.1365197664	0.0330136826	-0.0851752505	0.006002729	-0.1644642944	0.113383136	-0.2283491911	0.0034404979	-0.1604306452	0.025062466	-0.0261742716	0.0454364083	-0.0616879056	0.0104848849	-0.1244747329	0.1140624481	-0.024512189	-0.0639883849	-0.0386892844	-0.0331690486	0.000527083	0.0686640363	0.0159665447	-0.0253671487	0.0339781003	-0.0385483269	0.1172735186	-0.270395282	0.1331916045	-0.0583824359	0.0955292698	-0.0207693426	0.0707871705	0.138208372	0.0183066206	-0.061987542	0.1098166919	-0.0743981553	0.1391121135	-0.0579461853	0.3833250093	-0.0871618047	0.0999969158	0.0999876632	0.099972243	0.099950656	0.0999229036	0.0290526507523196	n/a	n/a	0.0008440565157362	-0.1546668138095128	n/a	0.0239218232939865	n/a	0.0636148954971602	n/a	n/a	0.0040468549291146	-0.0028648186864771	n/a	8.207186106388377e-06	n/a	-0.0012990236893226	n/a	n/a	1.6874625454212986e-06	0.0010621420381806	n/a	1.1281457092704391e-06	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
254.3114199541677	-1.2028194117688145	64674.29831910504	1.4467745373278769	403.5228246153579	-2.9438472943814986	8.66623689263727	162830.66998555686	246.60160859924125	-0.137203240469347	60812.353363733375	0.0188247291952894	306.8666416786812	239.24676581198656	1.085344	38.294682	0.2501757998902354	0.1658802443568763	0.0622942866	-0.0257547998	0.0721300012	-0.0420826184	-0.0466658261	0.0823066127	-0.1433638429	0.0922290483	-0.1225361642	-0.1375744815	-0.0255215019	-0.1098048899	-0.0376411836	0.0624250517	0.0041931369	0.0060996828	-0.0325982311	-0.0039549299	0.100159521	0.0325179771	0.0331418061	0.0753665816	0.0277013543	-0.0621241317	-0.0214520933	-0.1079900424	-0.0432795488	0.0545264746	0.0214933824	-0.0129506114	-0.040374937	0.0141207739	-0.1065447753	0.1633848696	-0.0096673378	-0.0332480341	0.0545826814	0.0306864799	0.0534397798	0.0550925136	0.0327014955	0.0241894002	0.0567249744	0.0615967032	0.0414845773	0.0965146577	-0.0411678778	0.0360652993	-0.0871173715	-0.0731686061	0.0468570009	-0.0315921749	0.0726276568	-0.0216392677	0.0464310847	-0.0325768349	0.1438340236	-0.0852357333	-0.133420329	0.0793733778	0.0267623979	-0.08263592	-0.0778662584	0.0983563926	-0.0796703327	-0.0022065475	-0.0782708969	-0.0756713262	0.0449670773	0.0783109593	-0.0577923712	0.0146697738	-0.0042344777	0.1036952076	-0.1196309362	0.0029586489	0.0323600357	-0.0406981014	-0.0038584992	-0.0245853507	0.0472860082	-0.043961345	0.00383447	-0.0630461474	0.0955711736	-0.1377612355	-0.0943178543	0.0967462395	0.009987749	0.0519211533	0.0447787245	-0.0517062355	0.0798890643	0.0264619895	-0.1212968524	0.0396773218	0.1402402471	-0.1057243853	0.072978616	0.0200482906	0.099972243	0.0998889875	0.0997502796	0.0995561965	0.0993068457	0.0325062478175937	0.0034535970652741	1.192733268926991e-05	0.0010566561471788	-0.0861457939806484	0.0685210198288644	0.0074210978205563	0.0046951301583876	-0.0878211328449367	-0.1514360283420969	0.0229328706800283	0.007712551374168	-0.0030563264593287	-0.0001915077728516	9.341131425992708e-06	3.6675227062580044e-08	-0.0014919009188933	-0.0001928772295707	3.720162568686853e-08	2.2257683517946728e-06	0.0009112239475229	-0.0001509180906576	8.303290825392169e-07	2.277627008776575e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
254.7142026181083	0.4027826639405987	64879.32501537872	0.1622338743710852	405.1735963180602	1.6507717027023432	2.7250472144427933	164165.64315331043	246.6036800874812	0.0020714882399488	60813.37503268877	4.291063528246379e-06	306.8392342387019	250.6005113766163	0.91841	32.40469	0.2194769113737013	0.1440955022403765	-0.0265080896	0.0412715799	-0.0554663155	0.0700084186	0.0780265419	-0.017344263	0.0448166124	-0.0185730396	0.0077039376	-0.0662418883	0.0422283098	-0.1350055065	-0.0031624645	-0.0180803402	0.0836697206	-0.0308192939	-0.0638451444	0.00528098	0.1659642623	-0.0757105413	0.1064431973	0.0291203768	-0.0185265403	-0.1402384514	-0.0471420667	-0.0975708266	-0.0781302199	0.0031043682	-0.0074713657	-0.0124383598	0.0643985075	8.24433e-05	0.0057927297	-0.1487979429	0.0378102164	-0.1352071582	-0.0699144241	-0.0010975356	-0.064390832	0.0216765975	0.0004886292	0.0928082541	-0.0707465727	0.1007843118	-0.0348021581	0.0362480738	-0.0199845784	0.0037790684	0.0964669471	-0.0855740486	-0.0148511421	0.0769977267	0.0061316035	0.002915476	-0.1114704873	0.0530218107	-0.0786692141	0.0385819261	-0.1040174968	0.0419592927	-0.1369305976	-0.0074295434	-0.0975969741	0.0865365966	-0.175766801	0.0594985226	-0.0055592813	0.0936098106	-0.029522454	0.0063727386	-0.0028896286	-0.0160310638	-0.0114450083	-0.1412753345	0.045535717	0.1726477958	-0.0325879154	-0.0127624727	0.0547342441	0.0287894516	0.0175515107	0.0105172567	0.0582466906	-0.0599488808	0.1648928454	-0.1686010069	0.0967081788	0.0446593736	-0.0349944515	-0.0134023013	-0.03285066	-0.0035493165	-0.0045011237	0.0523016799	0.1251793507	-0.0537352771	0.1098269928	-0.0954312849	0.0853945336	0.0295170025	0.0999229036	0.0996917334	0.0993068457	0.0987688341	0.098078528	0.0247225302195488	-0.0077837175980449	6.0586259646113934e-05	0.0006112035004565	-0.1352785821038082	-0.0491327881231598	0.0183002947760167	0.0024140308687553	0.0493221043788949	0.1371432372238316	0.0188082675162321	0.0024326699803626	-0.0028299716223153	0.0002263548370133	8.008739383109892e-06	5.123651223936278e-08	-0.0015489757088611	-5.70747899678e-05	3.2575316498684834e-09	2.399325746641748e-06	0.0006863102059308	-0.0002249137415921	4.7102169876477706e-07	5.0586191156957976e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
254.3387206209389	-0.3754819971694019	64688.184807096	0.1409867301983227	403.63406486662007	-1.5395314514401548	2.37015708997343	162920.45832075083	246.4638470138502	-0.1398330736309958	60744.42788486656	0.0195532884810915	306.64107748495564	242.0748260470131	0.93726	33.069794	0.3057224461463353	0.1648641222482099	0.0347024732	-0.0302957412	0.0693878168	-0.0482536765	-0.0452215775	0.0603528882	-0.0921903925	0.0367216493	-0.0576196251	-0.1691779612	0.0473041692	0.0051524289	-0.0193858704	0.0093624572	-0.0394515274	-0.0114216834	-0.0143716583	0.0167298334	0.0859350502	-0.0116012727	0.058882035	0.1129358325	0.1390290157	0.119037815	-0.047271121	-0.0582301752	0.0040405469	0.0815039728	0.0030422306	0.0317273962	-0.0576542545	0.0416441399	0.0429735491	0.0543805215	0.1064030713	-0.037427916	0.0369857362	0.1015698209	0.0246898871	-0.0301087441	-0.0701762204	-0.0241188327	0.0592659938	-0.0902760663	0.0174911118	0.0407462579	0.175042435	-0.035149608	0.0471513396	-0.1086704802	0.0352032628	-0.0486909024	0.0284886739	-0.0405403606	0.0825588686	0.0518328876	0.0533942289	-0.074882435	-0.1275601005	0.1003136067	0.0402744303	-0.0640375203	-0.0550870539	0.0168752624	-0.0711816359	0.0359634492	0.0703852468	-0.1275449676	0.0757237985	0.0841154487	0.0578592949	-0.1026525388	0.1393131614	-0.0197926254	-0.083491566	0.0611431245	0.0156996731	-0.0223530967	-0.0276552222	-0.0395635872	0.015456207	-0.0802484622	0.0122463638	-0.0396906004	0.0479268476	-0.1177089852	-0.158590587	0.0317965894	0.0856639723	0.0146908576	0.0741353879	-0.0149014599	0.1162316751	0.0516247158	-0.0927054581	-0.0517116871	0.0304491303	0.0134057293	-0.0718911085	-0.0184854885	0.0998489097	0.0993960955	0.0986429257	0.0975916762	0.0962455236	-0.0180781261935862	-0.042800656413135	0.0018318961893952	0.0003268186466712	-0.0695333150700747	0.0657452670337335	0.0048348819046342	0.0043224401373369	-0.086819204178127	-0.1361413085570219	0.0185344558956182	0.0075375742141233	-0.0023867820119286	0.0004431896103867	5.696728372465936e-06	1.9641703075471497e-07	-0.0010350058450125	0.0005139698638486	2.641650209445485e-07	1.071237099210039e-06	0.0004227653973172	-0.0002635448086135	1.7873058116876997e-07	6.945586614717904e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
254.433949780932	0.0952291599931243	64736.63480112583	0.009068592912996	405.9392759300503	2.3052110634302494	5.313998046961221	164786.69574261352	246.60065128960207	0.1368042757518708	60811.88121645592	0.0187154098639939	307.0239678202449	248.5356596210335	0.971273	34.269863	0.2773438500888496	0.1667326967658762	-0.0095568298	0.0368252772	-0.0644800664	0.0669886229	0.1505887379	0.0118031666	0.0290805778	-0.0847974939	-0.0155739312	0.0057338897	0.0340857727	-0.027606087	-0.0255666755	-0.0529798161	0.0941872485	-0.0111031834	-0.0636449312	-0.0829502974	0.1386910387	-0.0579372338	0.1476514521	-0.0325713584	-0.0442005269	-0.0750549881	0.0649005047	-0.074816117	-0.051219262	-0.154903278	-0.0372460478	0.004655564	-0.0769054974	-0.018411517	-0.0139732409	-0.0031524739	0.0176433405	-0.0381637538	-0.0719824843	0.0842666994	-0.1789175411	-0.1357686872	0.0174726258	-0.021169521	0.0418537813	0.1692223393	-0.0294225541	-0.0968876648	0.041072518	-0.0523637581	-0.0321745868	0.0317338856	-0.0219510126	0.0796867487	0.0154650322	-0.0374365472	-0.1458760074	0.0376642516	-0.017397408	0.0368919099	-0.0612216989	0.0357748405	-0.1129249937	-0.0234323407	-0.0547370324	-0.0489457225	-0.1755528185	-0.0323484914	-0.0645953485	0.1834839977	0.0046160974	0.0743665361	0.0777791979	0.006710439	0.0138210283	-0.1121801718	0.1415593591	0.1232159191	-0.0262829648	-0.0190356417	0.0588383435	0.003944702	-0.0134596784	-0.0061846593	0.0727332541	-0.0871451418	0.1702860291	-0.1983511366	0.092513229	0.058809333	-0.092336422	-0.0082429483	-0.0658277594	-0.0178010024	0.0906141365	0.0928240344	0.1082502915	-0.0776646768	0.0214008347	-0.0514835865	0.0120306245	0.0600215256	0.0997502796	0.0990023658	0.0977599938	0.0960293686	0.0938191336	-0.0158290109180114	0.0022491152755747	5.0585195228239016e-06	0.0002505575866425	-0.1591190750616817	-0.0895857599916069	0.025318880048485	0.0080256083932738	0.0395591983141159	0.1263784024922429	0.0159715006164913	0.0015649301712555	-0.0031717053152766	-0.0007849233033479	1.0059714606953836e-05	6.161045921387361e-07	-0.0014276662065433	-0.0003926603615308	1.541821595174986e-07	2.038230797305737e-06	0.0004177376156075	-5.027781709700013e-06	1.7450471549343945e-07	2.5278588920393988e-11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
254.81704366208209	0.3830938811500743	64931.72574068345	0.1467609217746273	404.2607986992998	-1.6784772307505025	2.817285814147875	163426.7933649958	246.27401326816283	-0.326638021439237	60650.88961120724	0.1066923970497394	307.1003535915065	246.0934808600128	1.011874	35.702415	0.2847777892233369	0.1650030766652617	-0.0113840552	-0.0356641548	0.0526661445	-0.0805201306	-0.0941097258	-0.0071970443	0.0682865192	-0.0358296933	-0.0089175634	-0.053662209	0.0132710737	0.1200577338	-0.0439725758	0.0463002874	-0.0601262613	-0.0681761265	0.0132929382	0.0828106117	0.1798573711	0.0833622866	0.0925365922	-0.059629839	0.0171508015	0.096592069	-0.1662418917	0.0598582147	-0.052986947	-0.1355883222	-0.0636527042	-0.1047181415	-0.0302789867	0.0765483784	-0.0967303369	-0.1538010596	-0.0897585494	0.0419690785	-0.0209306645	0.0452252202	0.0952206151	0.0865175924	0.0737328341	-0.0047671667	-0.0003209707	-0.1400814876	0.013213985	0.0372741998	-0.1471164129	-0.0842546122	-0.0924587628	-0.0143685489	-0.0049367203	-0.0898399826	-0.0020870683	0.0441839207	0.0823794517	0.1021033958	0.0094282913	0.0307250919	-0.0877344261	0.0120987827	0.0686766658	-0.0394498493	0.0283735974	-0.0319862953	-0.13041771	-0.0046884526	-0.014938449	0.0008018834	0.1306662114	-0.0971406169	0.0636456266	0.027174706	0.032833635	-0.1151475632	-0.0777890067	-0.0793442411	-0.0045105066	-0.0171878937	-0.0372021779	0.00840558	0.0022664006	-0.0844223363	0.0015762968	-0.0135156703	0.0392074582	-0.1620504285	-0.1182477022	-0.0709818385	0.0929050986	-0.0024942367	0.1140187268	-0.0006879026	0.0578164946	0.0209197848	0.0074249497	-0.1369672337	-0.0324110873	0.1160401897	-0.094986305	-0.0828638127	0.0996270376	0.0985109326	0.0966600102	0.0940880769	0.0908143174	-0.0341413393977916	-0.0183123284797801	0.0003353413743513	0.0011656310558751	-0.1021607764753014	0.0569582985863802	0.0104368242500364	0.0032442477778552	-0.0876751125515156	-0.1272343108656315	0.0161885698614521	0.0076869253609209	-0.0019887970211962	0.0011829082940804	3.955313591518878e-06	1.3992720322042024e-06	-0.0009679177836952	0.0004597484228481	2.1136861231131538e-07	9.36864835993428e-07	0.0004205379245099	2.800308902400038e-06	1.7685214595109438e-07	7.841729948860905e-12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
254.4963698200921	-0.3206738419899864	64768.40225160508	0.1028317129366187	404.65471432048815	0.3939156211883414	0.1551695166161969	163745.43782179587	246.52766810689224	0.2536548387294033	60775.89114222201	0.0643407772108396	306.5470902107857	241.8373113282119	0.9828110000000002	34.676975	0.201714182596922	0.1155181305459666	0.0513467466	0.0364633759	-0.007966859	0.0792905956	0.1029860604	0.00705766	-0.0096925341	-0.0118838125	-0.0427120519	0.0021302341	0.0079318195	0.0230702229	0.0305187781	0.0170691752	0.0857282239	-0.0133764105	-0.060633802	-0.0128374106	0.1578315265	-0.0243118497	0.0502020336	0.0100320788	-0.1066836348	0.0107303215	-0.0005282134	0.1283061673	-0.006157183	-0.0027726199	-0.1477362453	0.1186219433	0.0354065703	-0.0499519201	-0.084176093	0.0641729666	0.0554709047	-0.0549464581	0.0094765799	-0.0112063647	-0.0532266801	-0.0070984064	-0.0236819017	-0.0309128357	-0.1912738684	0.1207714988	-0.1782276766	0.0564085741	-0.0377738777	0.0246064601	0.0435003675	-0.1359579938	0.0422109832	0.0667381788	0.0163001714	0.0060048027	-0.1187771739	-0.0026613886	0.0104989133	-0.0297370088	-0.0517059883	0.039802989	-0.0621494623	-0.054668869	0.0392512237	-0.0146630337	-0.1374089681	-0.0473704664	0.02683291	0.1816340064	-1.58075e-05	-0.0423203488	-0.0981563443	-0.0660266016	0.0205332533	-0.0682301121	0.0262973442	-0.0893969417	0.0261939696	-0.0221983207	0.0536074318	0.0019519311	-0.0120951842	0.0058762413	0.0493114269	-0.1248096941	0.0720247992	-0.130056541	0.0706554601	0.0337423518	-0.0446332759	0.0453621636	-0.0774326972	-0.0195578939	0.1401864637	0.0829247232	-0.0292823201	-0.047047796	0.0162368496	0.0158548182	0.0260521758	0.0944047278	0.0994792142	0.0979222811	0.0953454172	0.0917754626	0.0872496007	-0.0300061188700198	0.0041352205277717	1.7100048813305258e-05	0.0009003671696417	-0.1665428887791478	-0.0643821123038464	0.0277365338029035	0.004145056384705	-0.0088050962380918	0.0788700163134238	0.0062204794732797	7.752971976205837e-05	-0.0027768721547363	-0.0007880751335401	7.71101896374982e-06	6.210624161042465e-07	-0.0010858342706525	-0.0001179164869572	1.3904297896351084e-08	1.1790360633234464e-06	0.0002399928759697	-0.0001805450485402	5.7596580516207807e-08	3.259651455238318e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
255.58424136905347	1.087871548961374	65323.30443619459	1.183464507039619	404.9463376735039	0.2916233530157228	0.0850441800241329	163981.53639518342	246.4758733312912	-0.0517947756010244	60750.35613442271	0.0026826987795604	307.6026605348329	256.6189440205882	1.112531	39.253948	0.2404270164006472	0.1263169832049128	-0.1006223144	-0.0207497285	-0.0078409807	-0.0947124547	-0.0338181811	0.0049524403	0.0052413523	-0.1030188982	-0.0341560464	-0.0709324187	0.0802515973	0.0254439267	-0.1330615925	-0.0055655913	-0.01718128	-0.0065759204	0.0316256713	-0.0222801745	0.1045382956	0.0581742759	0.1778145783	0.0151211021	0.0988691049	-0.0375217041	0.0710596129	0.1762709873	-0.0601795982	0.0407640172	-0.0258109866	0.12435862	-0.004527984	0.2499634065	0.0578379474	0.0886523126	-0.0298592279	0.1688159876	-0.1277198083	-0.0029862579	0.1111672857	-0.0807204105	-0.0465421112	-0.1192989684	-0.0213042739	-0.0564725258	-0.1014789828	-0.1289480521	0.0375886227	-0.00761587	0.0613586972	0.1222959418	-0.0705881265	-0.0635301898	0.0378268581	-0.0168766385	0.0420139437	0.0702296726	0.0501511808	0.1219109807	-0.1660894007	-0.0347077388	0.0581219316	-0.0073076156	-0.0054733443	-0.1249426095	-0.1288682481	0.0396042427	0.0621120996	-0.0716654221	-0.0295895135	0.0460092905	0.0828853606	0.0425010594	-0.0644403325	-0.1349734549	-0.090043896	-0.1574495649	-0.0713261129	0.0055887055	-0.0439233738	-0.0263987857	-0.0029805546	-0.0962216388	0.0171025216	0.1088059734	0.0846484495	-0.142138326	-0.0960602282	-0.0633137071	0.0771489292	-0.0187894837	0.1226625627	-0.0837242014	0.0616334094	0.0144056435	0.0965405068	-0.1299800791	-0.1392784702	0.1060329613	-0.2275919427	-0.1808993118	0.0993068457	0.097236992	0.0938191336	0.0891006524	0.0831469612	-0.0476943074697118	-0.017688188599692	0.0003128720159382	0.0022747469650154	-0.0642859540400451	0.1022569347391027	0.0041326838868387	0.0104564807022371	-0.0637712367060743	-0.0549661404679825	0.0030212765979459	0.0040667706310221	-0.002006886930858	0.0007699852238783	4.027595153248642e-06	5.928772449909157e-07	-0.0006563530707517	0.0004294811999007	1.8445410106823085e-07	4.307993534851861e-07	0.000350841504068	0.0001108486280983	1.230897609766965e-07	1.2287418351275231e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
254.62838655169045	-0.9558548173630186	64835.615237917096	0.9136584318760896	404.5804636959031	-0.3658739776007564	0.1338637674853988	163685.351604392	246.6037421749677	0.127868843676481	60813.40565469794	0.0163504411831603	306.65360750765416	236.89514634692216	1.166751	41.167015	0.0972965296420982	0.0544256029803495	0.1063670713	-0.0183209031	0.0707278793	0.0520799608	0.0470873794	0.0220802857	-0.0460038525	0.0271804599	-0.0051651338	-0.0529296501	0.0245699607	0.0403607497	0.0243549616	0.0068985029	-0.0387855096	0.0563593575	-0.0207427513	0.0221059039	-0.0330251966	0.0307583632	-0.0706288364	0.1159036583	0.0609846675	-0.0055907619	0.0937682772	0.049906823	-0.0487322642	-0.0313974622	-0.0577376144	0.1127269014	-0.0328870976	0.1111733765	-0.0569760673	-0.0422653514	-0.0701373358	-0.1078610041	-0.0001863189	-0.0678134048	0.0502755228	-0.0468367562	-0.0474172399	0.0158255827	0.1029380684	-0.0523133104	0.0908281357	0.1667652656	-0.086200644	0.0577677808	-0.162858579	-0.0161616509	0.0794700999	0.0085630666	0.0158197563	-0.0474384486	-0.0352192132	-0.0209325317	-0.0109371779	-0.0452139805	-0.0605780909	0.0070744672	0.0940659705	-0.0163397107	0.1013882531	-0.0438351497	0.0064467921	-0.0379742674	0.0752787532	-0.0218716438	0.1428862672	0.0338634487	-0.1633428562	-0.039910236	0.0158893352	-0.0156715456	0.0514557162	-0.0410550279	0.0669156314	-0.0209361553	-0.0166494444	-0.0513664543	0.013630849	-0.0661943823	-0.0044982562	-0.0404041401	-0.0167485787	-0.0638438108	-0.0139326613	0.0280965791	0.0189909459	-0.0349766947	-0.0401617778	-0.099669199	0.1016967255	0.009328454	-0.2073416324	0.0010495517	-0.03877992	0.0995917411	-0.1141782347	0.1151603591	0.0991099747	0.0964557418	0.092084548	0.0860742027	0.0785316931	-0.0341821362844427	0.0135121711852691	0.00018257877014	0.0011684184409682	-0.064059459017514	0.000226495022531	0.0041036142896165	5.1299995231361337e-08	-0.1048246870019724	-0.041053450295898	0.0016853857811977	0.0109882150050614	-0.0017488996570522	0.0002579872738057	3.0586500104373025e-06	6.65574334457488e-08	-0.0010856633171369	-0.0004293102463852	1.843072876513212e-07	1.1786648381766972e-06	0.000188050761491	-0.000162790742577	3.5363088897344976e-08	2.650082586877109e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
255.1739834225172	0.5455968708267562	65113.76181571509	0.2976759454559481	405.57681883559394	0.99635513969082	0.9927235643883136	164492.55597680018	246.2065735461196	-0.3971686288480782	60617.67685732081	0.1577429197410625	307.3846894547746	253.0575306649449	1.121439	39.568237	0.2416747353045887	0.1150908003503276	-0.0861857626	0.0548129157	-0.0585271816	-0.0027551189	-0.0854331425	0.1116122298	0.0003862921	-0.021679973	-0.0023645679	0.0236845189	0.0564177268	0.0481583146	0.0218897406	-0.0744670603	0.0009385091	0.0269291756	0.0397025908	-0.0661708413	-0.0552247351	0.0500440738	-0.0474455989	-0.1412146256	-0.000581819	-0.0735946121	-0.0163939726	0.016104887	-0.0067932085	-0.0413714752	-0.052234858	0.0982882193	0.0650247774	-0.0456777664	0.1513645775	0.1052079308	-0.0907284523	-0.0700672874	-0.0895447852	-0.0622985031	0.0039346434	0.0151296301	0.0412890716	0.1102882212	-0.0157152351	0.005140555	0.0517602707	-0.0860681693	0.0928684118	0.0358059597	-0.1201434767	0.0193553708	-0.054970289	0.0445126195	-0.0721397155	-0.0298439479	0.0932519248	-0.0354873531	0.0758959902	0.0338080254	0.0002622494	0.031515219	-0.0583353802	0.0007588174	-0.0021935731	-0.0887615167	0.0400888698	-0.0419819966	0.083367076	0.022060748	-0.0293902998	0.0230921365	0.0166814656	0.075312906	-0.0593163755	-0.0475477343	-0.0077486505	0.0342657421	-0.0549890688	0.0358976898	0.0250842319	-0.0380077633	0.0441071261	-0.0273894956	0.0327242017	0.0850849402	0.1115357134	0.0591853346	-0.0755127226	0.0606519859	0.0180473911	-0.0055755484	-0.0299373018	-0.0973318882	-0.1149429487	0.0453880567	0.1003706712	0.0613192578	-0.0657864592	0.0019017556	-0.2374651086	0.0543971848	0.0988886499	0.0955793015	0.0901455117	0.0827080574	0.0734322509	-0.0005937437389746	0.0335883925454681	0.0011281801137884	3.52531627571538e-07	-0.0071481694907618	0.0569112895267522	5.1096327068657815e-05	0.0032388948755978	-0.0048562817391584	0.0999684052628139	0.0099936820507902	2.358347233008333e-05	-0.0011639763219327	0.0005849233351194	1.3548408780199766e-06	3.421353079673187e-07	-0.0013740223676514	-0.0002883590505144	8.315094201362389e-08	1.8879374668063588e-06	3.720018773391125e-05	-0.000150850573757	1.3838539674382411e-09	2.2755895602842876e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
