global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	cosine04	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36
239.6732139496563	n/a	57443.24948495772	n/a	342.2584728159803	n/a	n/a	117140.86221432716	235.4020366246045	n/a	n/a	55414.11884701164	244.6834448266217	204.208333282182	n/a	n/a	n/a	n/a	-0.0755346004	-0.0730946872	-0.0528867854	0.0187676975	0.0134151188	0.0110005312	-0.0738072001	0.1638248284	-0.0475621826	0.0494521718	-0.0177482194	-0.0107590833	0.0075019451	0.029819384	-0.0275377722	0.0970511864	-0.2065098821	0.0217738329	-0.0178010195	0.0240139719	-0.0256370289	0.0685302267	-0.0237093972	0.1597353962	0.1384093124	-0.0200204326	0.0109339601	-0.012909266	0.105252388	-0.0093198653	0.0960727922	-0.00027374	0.0225681266	-0.1315774203	-0.0115903276	0.0146738727	0.0382604158	-0.0006437994	0.1301153601	-0.1708108447	0.0608731923	-0.001136059	0.068318465	-0.0037302203	0.0538528412	-0.0422835266	0.1352154333	-0.1288481008	0.0757373919	-0.0676731428	0.0909223044	-0.012443333	0.0053451042	-0.0187928036	0.1190064644	-0.0299242811	-0.0526788055	0.112044468	-0.0412527382	0.1015082176	-0.0828699388	0.0603935807	-0.0106010786	0.0745047231	-0.1444511137	0.0096867555	-0.0274761221	0.0246731941	-0.0010339835	0.0711905568	-0.0387320033	0.0115477489	-0.064101974	0.0654799133	-0.0869356444	0.0623038797	-0.0165271268	0.2745529834	-0.1559467203	0.0999969158	0.0999876632	0.099972243	0.099950656	0.0999229036	-0.0243749657378771	n/a	n/a	0.0005941389547226	0.1733484601415256	n/a	n/a	0.030049688633438	0.1358912718373446	n/a	n/a	0.018466437761571	0.0038887423449711	n/a	n/a	1.5122317025571327e-05	0.0021637990660525	n/a	n/a	4.682026398249671e-06	0.0011763032354028	n/a	n/a	1.3836893016190951e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
238.32621227081432	-1.3470016788419628	56799.38345535325	1.8144135228030664	337.2188094768118	-5.039663339168499	25.398206572158983	113716.52546495832	234.7034477223096	-0.6985889022949152	0.4880264544096146	55085.70837273891	243.88772523219907	191.8771017219709	1.208335	39.820747	0.1593703030731482	0.092078925749757	-0.014390394	0.0376746016	-0.0514996206	-0.0199876041	-0.0868240572	0.0505204335	-0.0294784201	0.1028645621	-0.0252539284	-0.0277103031	-0.0328030852	-0.0224482889	0.0365751749	0.0157588668	-0.0005507084	0.0444208161	-0.1591762078	0.05864889	-0.043913223	0.0710024744	0.0069406351	-0.0048480236	0.1105773835	0.1358382273	0.0075445155	0.030624844	0.0718855131	0.0081167404	0.0549071261	-0.0203144301	0.1716115909	0.0047166494	0.0332998678	-0.0502142586	-0.0229490664	0.0342060149	0.0130623508	-0.0082196568	0.0687021365	-0.1538821417	0.0571698121	-0.0877765391	0.0884298684	0.0041138832	0.0148447645	0.0239904232	0.0982708458	-0.0255547771	0.0624670026	-0.0526047053	-0.0720398816	0.0040812145	0.022445732	-0.0502871909	0.0826285387	-0.0168838918	-0.0159329706	0.0573951343	-0.0366516778	0.1243201857	0.022127019	0.061242857	0.0541269898	0.0507845274	-0.0252575507	-0.050109301	-0.1103059225	0.0865916929	-0.0401819304	0.0071874476	0.0376676865	-0.0481455388	-0.1644111596	0.0932092997	-0.0803394258	0.0219538265	0.0253275051	0.2597812729	-0.0572816859	0.099972243	0.0998889875	0.0997502796	0.0995561965	0.0993068457	-0.0247726089085773	-0.0003976431707002	1.5812009120450848e-07	0.0006136821521373	0.0994849313344445	-0.0738635288070811	0.0054558208878345	0.0098972515626191	0.1817874237362815	0.0458961518989369	0.0021064567591302	0.0330466674286743	0.0038539922368788	-3.4750108092299926e-05	1.2075700124265288e-09	1.4853256161922056e-05	0.0024117466697974	0.0002479476037449	6.1478014202838e-08	5.816521999278849e-06	0.0016778651074942	0.0005015618720913	2.5156431153582984e-07	2.815231318946523e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
238.25400363887388	-0.0722086319404411	56764.97024995253	0.00521408652671	337.5031935022232	0.2843840254113843	0.0808742739091828	113908.40562419912	234.86499766593045	0.1615499436208551	0.0260983842839014	55161.56712861751	243.90227205314392	180.82511171009045	1.263884	41.651371	0.1459431327370993	0.0744728032112487	-0.0096669283	0.0646129093	-0.1541099329	-0.0399921309	-0.0187349253	0.0518646774	-0.0174110468	0.1354775867	0.0213721459	-0.0110739366	0.0145396586	-0.0044973221	0.0043646895	-0.0003897568	0.0238898239	0.0515750616	-0.1524564515	0.0660213619	-0.0264992566	0.031379368	0.0506425554	0.0288194794	-0.0333528498	0.0850368655	-0.0020744797	-0.0357450409	0.129396458	0.0803058861	0.0953826282	0.0476840645	0.1798584891	-0.0676918498	0.1202481972	-0.0672645058	-0.0043922771	0.0054484338	0.0126936623	-0.0438767618	0.0954926124	-0.1161227141	0.0099350448	-0.0544777071	0.0017973321	0.037462838	0.0880198513	0.0343192928	0.1125064809	0.0032225925	0.0253944688	0.0130423224	-0.0130073913	-0.0990356966	-0.0143135104	0.000203213	0.0813506019	-0.03130798	-0.0398624524	0.1145596125	-0.0191426243	0.1092236118	-0.1152899414	0.0737201502	0.0510611454	0.021000814	-0.0955000333	0.0270725662	-0.0207742019	0.0655792332	-0.0422978457	0.1144327657	-0.0735873607	0.0386960435	0.0002107963	0.0514836246	-0.132370017	0.0981403449	0.0086685013	0.3118562779	-0.1249334312	0.0999229036	0.0996917334	0.0993068457	0.0987688341	0.098078528	-0.0196444614908131	0.0051281474177642	2.629789593832165e-05	0.000385904867264	0.1491353742225669	0.0496504428881224	0.0024651664789867	0.022241359844505	0.1683931514759038	-0.0133942722603777	0.0001794065293851	0.0283562534639866	0.0046672064844152	0.0008132142475363	6.61317412396193e-07	2.178281636816729e-05	0.0027870779225671	0.0003753312527697	1.4087354930567256e-07	7.767803346460943e-06	0.0013110052043836	-0.0003668599031105	1.3458618851031877e-07	1.7187346459208846e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
238.87858330579155	0.6245796669176684	57062.97756218199	0.3900997603269856	339.2767604422062	1.7735669399829703	3.145539690600557	115108.72017615815	233.5878446543908	-1.2771530115396388	1.6311198148847688	54563.281170283815	243.0646511688633	196.90760745432067	2.316306	76.334	0.3488100803249936	0.208020609477866	-0.0488063105	0.0860838535	0.0720888616	0.0401469618	-0.047911482	0.0824689663	-0.0019720245	-0.1019254301	-0.0606245709	0.0447779059	0.1489754075	0.0406983476	-0.1761815571	-0.0808849179	0.0519200132	0.0056066463	-0.0460030825	-0.0475427158	-0.004673663	0.0101019925	0.0140529221	0.3069997369	0.1384454068	-0.0125822602	0.0615766152	-0.1795275666	-0.0567475783	0.1428021404	-0.0401567174	-0.0643176138	0.203053685	0.1390341012	0.2025943673	0.0275260424	0.0381994294	-0.1844524439	-0.0661393491	-0.0423787048	-0.0361281823	-0.0884919181	0.057690184	0.0041709808	-0.0033259303	0.0113049081	-0.2452978402	0.0501110046	0.0762255015	-0.3130396495	-0.1922059877	0.0328291929	-0.1297737261	0.1396180509	-0.0389732028	-0.0267151257	0.0125915103	-0.0332655285	0.0363610984	-0.011900071	-0.0169225221	0.1912902365	0.1297001863	-0.0001054341	-0.0663041176	0.1011100198	0.1501587344	-0.1682000123	-0.1860814045	0.0008622667	-0.0593224326	-0.2800744048	0.0590772441	-0.227820109	-0.2662564444	0.1403188571	-0.0826723195	-0.0627192059	0.1371408305	0.0402305239	0.1851762968	0.0998489097	0.0993960955	0.0986429257	0.0975916762	0.0962455236	-0.0157266199205849	0.0039178415702282	1.5349482569408165e-05	0.0002473265741265	0.0267541739036261	-0.1223812003189408	0.0149771581915047	0.0007157858212654	0.0218347702152641	-0.1465583812606397	0.021479359117739	0.0004767571903533	0.0058309960753706	0.0011637895909554	1.3544062120161377e-06	3.4000515230987343e-05	0.0025096198704657	-0.0002774580521014	7.698297067590318e-08	6.298191894236278e-06	0.0012331997039367	-7.780550044689987e-05	6.0536958997925355e-09	1.5207815097895648e-06	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
239.300648683517	0.4220653777254597	57264.80046035203	0.178139183074535	337.62713694470995	-1.6496234974962365	2.721257683491715	113992.08360148192	233.0072327379571	-0.5806119164336963	0.3371101975048095	54292.37050820051	243.1643301495729	193.67405202994064	2.84122	93.632584	3.949445902748237	2.519678859012334	-0.1571558	0.1238431747	0.1259510466	0.1491014277	-0.0793623748	0.1067829795	0.3098986357	-0.0905143316	-0.1299331896	-0.2615348041	0.0833185181	-0.12360168	-0.1076344366	-0.2226006699	0.1086200698	0.0183042328	0.2620141757	-0.1020448988	-0.1046056021	0.1113009923	0.1165979678	-0.3061153676	-0.0887564077	-0.0774741577	0.2228878984	0.0720453874	-0.1116619313	-0.0182601794	-0.1134991658	-0.1306542713	0.3311989855	-0.0759779832	-0.112375177	0.1055701647	-0.1351865407	-0.1464666834	-0.2036373348	-0.1466729822	-0.1711720556	0.2513411939	0.1788508662	0.0602607664	0.1910616903	0.0950067472	0.3103242573	0.041027558	-0.2306710569	-0.0655646047	0.0770881566	0.0620474214	-0.0830318349	0.1020208938	-0.1311062265	-0.0995322844	-0.0767976115	-0.2321451429	0.0520517867	-0.045063843	0.1617488414	0.0152103063	-0.0654831179	-0.1943037652	0.0296104867	0.1860915699	0.2625182049	0.2418732868	0.257805732	-0.3390013218	-0.2089058402	0.1799287845	-0.1091191228	0.1932044795	-0.1609603624	0.0027836919	-0.2257038301	0.0219705724	0.2525460161	-0.0123043922	0.0511926281	0.0997502796	0.0990023658	0.0977599938	0.0960293686	0.0938191336	-0.0552635603179965	-0.0395369403974115	0.0015631696559884	0.0030540610990208	-0.3515165987274855	-0.3782707726311116	0.1430887774269381	0.12356391918094	-1.424572966994489	-1.4464077372097532	2.0920953422602384	2.029408138291482	0.0385528500816304	0.0327218540062598	0.0010707197296069	0.0014863222494166	0.0081891123680328	0.0056794924975671	3.225663502992097e-05	6.706156137626778e-05	0.004536462250309	0.0033032625463723	1.091154345026601e-05	2.0579489748478595e-05	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
242.0410375002193	2.7403888167022785	58583.86383418256	7.509730866706914	348.60242741361577	10.975290468905824	120.45700087685503	121523.65239866525	235.54476140951672	2.5375286715596133	6.439051758987096	55481.33462746616	245.38348004198448	201.9998454899521	2.780212	91.622063	2.5983803077299954	1.7304178400412902	-0.1020613823	0.115142288	0.2299741824	0.3149722358	-0.052901964	-0.0437555381	-0.1179259819	-0.0854324252	0.2391384177	0.1254626673	0.0522066366	-0.1264002417	0.1210866211	-0.1598260518	-0.0046281964	-0.1381496852	0.1015104262	-0.029075545	-0.0340499574	-0.1650233222	-0.0857073091	0.0550687343	0.0015694857	-0.3878048964	0.0772225667	0.0438277238	0.0837275748	0.0006333057	0.1789198388	0.1057321433	-0.0481512867	-0.0456960091	-0.1157260428	0.0330453602	-0.1294243151	0.0909737169	-0.1973529693	0.0694290422	-0.1093360936	0.1081999653	-0.0636843928	-0.0396368673	-0.2239607273	-0.0580580465	-0.1410919655	-0.0103979786	-0.1754124577	0.0221372751	0.102090355	0.1413103252	0.1700227863	-0.2290986461	-0.1096146006	0.0731980237	0.0907634438	-0.1088933951	0.2127894953	-0.0908151071	0.02997014	-0.20734042	-0.1045710363	0.0254658339	-0.0421462411	0.0580952593	0.0015430098	0.1126551858	0.0067446059	-0.2408633122	0.035547773	-0.0182739673	-0.0214115193	-0.1132368545	0.0699744414	-0.1367872747	0.0295560219	0.2228654181	-0.1571715917	-0.1796941488	-0.160517755	0.0996270376	0.0985109326	0.0966600102	0.0940880769	0.0908143174	-0.0483970088471465	0.00686655147085	4.7149529101832346e-05	0.0023422704653507	-0.4545736723059264	-0.1030570735784409	0.0106207604145521	0.2066372235536957	-0.7554095896038646	0.6691633773906245	0.4477796256408273	0.5706436480654792	0.0115151118253648	-0.0270377382562656	0.0007310392900143	0.0001325978003506	0.0035710139043416	-0.0046180984636912	2.1326833420347036e-05	1.2752140305001035e-05	-0.0001935671355358	-0.0047300293858448	2.2373177990955336e-05	3.7468235959534765e-08	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
242.08382540229115	0.0427879020718648	58604.57852140699	0.0018308045637115	345.47146346721246	-3.1309639464033125	9.802935233677404	119350.5320701775	235.6546030795445	0.1098416700277766	0.0120651924744909	55533.09195257766	245.1857162635783	206.2666679106144	2.163279	71.290993	1.2596432154469592	0.690772325419381	-0.0149942802	0.0004979387	0.1691637356	0.1108357747	-0.0963472199	-0.1334165325	-0.0030922375	-0.0427396529	0.022762051	0.0343562229	0.0441588558	-0.0892305689	0.1108084441	-0.0785324552	0.1104429423	-0.085247847	-0.100048168	-0.0015485674	0.0062342501	0.0251393681	0.0463526584	0.0234185449	-0.1134070113	-0.1270948866	0.0571139327	-0.0406929582	-0.1663477956	0.0352518396	0.1389660647	-0.0168714284	-0.2780252216	0.2027947685	-0.1589999253	-0.1107948083	-0.0881565311	0.1050126346	-0.0867579206	-0.0810774502	-0.0804584321	-0.1023847787	-0.078360527	0.0484718435	-0.0849001517	0.0522920292	-0.0073319968	0.0188187561	-0.0607722135	-0.0578015775	-0.0634530515	0.0173958541	0.0983891026	0.0790787827	-0.1122610679	0.0965893073	0.1685953478	-0.0034049416	0.1550636584	-0.0409852342	0.106501328	-0.0594444659	0.1094973396	0.0472950221	-0.1126552106	0.1252821912	0.0299651341	0.0730743966	-0.0311523876	-0.0399910967	0.055798921	-0.1257285652	-0.0456124915	-0.1623384083	-0.1034078542	0.0357629458	0.0135771242	-0.0674239952	-0.1266199574	-0.1565575609	0.1620038483	0.0994792142	0.0979222811	0.0953454172	0.0917754626	0.0872496007	-0.0206786424799503	0.0277183663671962	0.0007683078340661	0.0004276062548136	-0.0338273987578503	0.4207462735480761	0.1770274267045924	0.0011442929067226	-0.3846303931254127	0.3707791964784519	0.1374772125412064	0.1479405393158095	0.0051612457262867	-0.0063538660990781	4.037161440501396e-05	2.663845744711273e-05	0.0012721110574367	-0.0022989028469048	5.284954299507453e-06	1.618266542452719e-06	-0.0003487857706175	-0.0001552186350817	2.4092824676625952e-08	1.216515137852433e-07	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
240.81576354037227	-1.2680618619188806	57992.23196953249	1.607980885653178	340.7353256874896	-4.736137779722867	22.43100106851825	116100.5621713596	235.3818517358502	-0.2727513436942956	0.0743932954870437	55404.61612659777	244.20489342041927	193.0943504885672	1.992826	65.673706	0.6072819950604899	0.4224818424168645	0.0166208911	-0.0316708306	-0.0653126689	-0.0476766881	0.0459044252	-0.0172041266	0.000308542	0.0411830289	0.0670938613	0.1313270067	-0.0446021787	0.0126329273	0.0118446984	0.0483930069	-0.0087086582	0.0517217399	-0.0442424962	2.8464e-05	0.0238346741	-0.0603671416	-0.0162533437	-0.0188815511	-0.0730150147	0.0400170581	-3.98847e-05	0.0312173147	-0.0267490318	0.0623928524	-0.0030374376	-0.0071018687	-0.0538656119	-0.0864194951	0.0180424032	0.0067722823	0.0161694839	0.0219940635	0.0552728036	-0.0218001167	0.0717271112	-0.0091830157	-0.0294094008	0.0343533093	-0.0657257631	0.0021236477	0.0431695246	-0.027838948	0.0189926715	0.0314559328	0.0636037103	0.0282514385	0.0503795924	0.019766429	-0.0113700173	0.0545011087	-0.005702743	0.0238802669	-0.0500035855	0.0311595368	0.0098815204	-0.0195514865	-0.0603604989	0.0306488663	-0.0021415174	0.0014233738	-0.0592648245	0.0497885705	0.0440420821	-0.0092540861	0.0096718369	0.0152361697	-0.0418867475	0.0014289166	0.0395639637	-0.0203942568	0.004248743	0.0175613761	-0.0724537516	0.0377617103	-0.1141875817	0.0993068457	0.097236992	0.0938191336	0.0891006524	0.0831469612	-0.0074537599480066	0.0132248825319436	0.0001748975179837	5.555853736250736e-05	-0.0210842369196768	0.0127431618381734	0.0001623881736338	0.000444545046485	-0.0688081102643849	0.3158222828610278	0.099743714351551	0.0047345560381557	0.0008579679045253	-0.0043032778217614	1.8518200011263538e-05	7.361089251955343e-07	0.0007050390100882	-0.0005670720473485	3.215707068840194e-07	4.97080005746149e-07	9.069771685949672e-05	0.0004394834874769	1.931457357649436e-07	8.226075843525436e-09	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
240.29913935189344	-0.5166241884788292	57743.67637326071	0.2669005521214088	337.08762116127826	-3.647704526211328	13.305748310542608	113628.06434016944	235.37558581232184	-0.0062659235283604	3.926179766326066e-05	55401.66639649368	244.4761939633416	196.8179181342632	1.163343	38.338051	0.17337414689478	0.0973594765849177	0.023751633	-0.0326355798	0.0051166688	-0.0496119056	-0.0297655155	0.0199788655	-0.1052143166	-0.0279483708	-0.0794594959	0.0044921502	-0.0177378142	0.0095958672	0.0331109999	0.035814418	-0.0471589019	0.005421777	-0.0201830791	0.0501332892	-0.0033657613	-0.0233087459	-0.0760107702	-0.0369893225	0.0606045683	0.0056796952	0.0338428388	0.0017268617	-0.021636233	0.0483990934	-0.0037309628	-0.0156719714	-0.0509257846	-0.0581718617	-0.101487274	0.0149670275	0.0109142317	0.0335390943	0.0209087456	0.0546671316	0.0193210033	-0.0091149303	-0.0022006562	-0.058172341	0.0109107771	-0.0489896484	-0.0575403024	-0.0227407741	-0.014888895	0.0395647538	0.0371139705	0.053066872	0.0525713357	0.0288971062	-0.0101510008	0.0452973826	-0.012714261	0.0346054721	-0.0095768709	-0.0339037196	-0.0148279717	-0.0241574538	0.0436982959	0.02219405	0.0169979763	-0.0318164382	0.0158492877	-0.0465281555	-0.024384407	0.0390834172	0.0152052782	-0.055114863	0.0326106403	-0.0561134851	-0.0339593274	0.0062531723	0.0286669903	-0.04343366	-0.0446438258	-0.0106650747	-0.0156387642	0.0991099747	0.0964557418	0.092084548	0.0860742027	0.0785316931	-0.0064285936245056	0.001025166323501	1.050965990840558e-06	4.132681598903404e-05	-0.0862450900612827	-0.0651608531416059	0.0042459367821419	0.0074382155596787	-0.0122334337048357	0.0565746765595491	0.0032006940278176	0.0001496569002106	0.0004179940122051	-0.0004399738923202	1.9357702592338698e-07	1.747189942393173e-07	0.000133018744937	-0.0005720202651512	3.272071837436491e-07	1.7693986504614662e-08	9.097257679057614e-05	2.7485993107941964e-07	7.554798171298331e-14	8.276009727917272e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
238.9569678833849	-1.3421714685085533	57100.43250002104	1.8014242508784064	340.6572136736931	3.569592512414829	12.74199070468801	116047.3372279242	235.23158085025847	-0.1440049620633203	0.0207374290988583	55333.89662931171	244.57357874191965	195.70098593322007	1.091225	35.961388	0.1187378220990759	0.0659487700628544	0.0355166159	0.0232308095	0.0028565039	-0.0306189434	-0.0945079611	-0.0373802382	-0.0654647302	0.0753181473	-0.0714056646	-0.0444692066	-0.0100272912	0.0113554485	0.0423133939	0.0170026888	-0.0458631186	-0.0254945655	-0.0474435504	0.0704105146	0.033707524	0.0219421893	-0.0419383193	-0.1028898741	0.0583733633	0.0084632544	0.0006991681	0.0604423707	0.0086752208	0.0429521278	0.0250906614	0.0577031504	0.0815350678	-0.0805906018	-0.061438925	0.0394862396	0.0104045407	0.0415791764	0.0025473492	0.0512263936	-0.0113161166	-0.0592837716	-0.0184957972	-0.0301107828	0.1165780463	-0.0580918343	0.0230383389	-0.0202735123	-0.0214135882	0.0429034214	0.0393382272	0.0390933148	-0.049795764	0.0124257044	-0.0130059793	-0.0176096812	0.0233098546	0.0262762625	-0.0052734658	-0.0361150845	0.0081834602	-0.0737599235	0.0215993397	0.0324607606	0.0539182119	-0.0445457846	-0.0080856653	0.0120094007	0.0242931342	0.0570693694	-0.0083460096	0.0110409384	0.0176697025	0.0032868674	0.0403777975	0.0085916918	-0.0098606399	0.0039381778	-0.0183777118	0.0288767275	-0.051512675	0.0988886499	0.0955793015	0.0901455117	0.0827080574	0.0734322509	0.0050711606168647	0.0114997542413703	0.0001322443476119	2.571667000203956e-05	-0.1404278595173451	-0.0541827694560624	0.0029357725059288	0.0197199837286232	-0.0460872013382882	-0.0338537676334525	0.0011460775829797	0.0021240301271959	0.0002789824367508	-0.0001390115754542	1.932421811028653e-08	7.783120001541413e-08	0.0003780125080865	0.0002449937631495	6.002194398215331e-08	1.4289345626984624e-07	9.09473000305618e-05	-2.5276760014334314e-08	6.389145968222499e-16	8.271411382849028e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
